setid,number,numbervariant,name,year,theme,themegroup,subtheme,pieces,minifigs,image,imagefilename,thumbnailurl,largethumbnailurl,imageurl,brickseturl,released,owned,wanted,qtyowned,usernotes,acmdatacount,ownedbytotal,wantedbytotal,ukretailprice,usretailprice,caretailprice,euretailprice,usdateaddedtosah,usdateremovedfromsah,rating,reviewcount,packagingtype,availability,instructionscount,additionalimagecount,agemin,agemax,height,width,depth,weight,category,userrating,ean,upc,lastupdated
3702,6905,1,Bi-Wing Blaster,1998,Space,Action/Adventure,Insectoids,114,2,true,6905-1,https://images.brickset.com/sets/small/6905-1.jpg,https://images.brickset.com/sets/small/6905-1.jpg,https://images.brickset.com/sets/images/6905-1.jpg,https://brickset.com/sets/6905-1,true,false,false,0,,0,755,448,NA,15,NA,NA,,,4.5,2,Box,Retail,0,0,NA,,,,,,Normal,0,,,2012-08-25T19:06:50.91
3703,6907,1,Sonic Stinger,1998,Space,Action/Adventure,Insectoids,96,1,true,6907-1,https://images.brickset.com/sets/small/6907-1.jpg,https://images.brickset.com/sets/small/6907-1.jpg,https://images.brickset.com/sets/images/6907-1.jpg,https://brickset.com/sets/6907-1,true,false,false,0,,0,1496,445,NA,22,NA,NA,,,4.66666666666667,3,Box,Retail,1,0,NA,,,,,,Normal,0,,,2012-08-25T19:04:37.49
3704,6909,1,Sonic Stinger (Promotional Pack),1998,Space,Action/Adventure,Insectoids,96,1,true,6909-1,https://images.brickset.com/sets/small/6909-1.jpg,https://images.brickset.com/sets/small/6909-1.jpg,https://images.brickset.com/sets/images/6909-1.jpg,https://brickset.com/sets/6909-1,true,false,false,0,,0,316,204,NA,20,NA,NA,,,4,2,Box,Retail - limited,0,0,NA,,,,,,Normal,0,,042884069094,0001-01-01T00:00:00
3705,6915,1,Warp Wing Fighter,1997,Space,Action/Adventure,UFO,236,2,true,6915-1,https://images.brickset.com/sets/small/6915-1.jpg,https://images.brickset.com/sets/small/6915-1.jpg,https://images.brickset.com/sets/images/6915-1.jpg,https://brickset.com/sets/6915-1,true,false,false,0,,0,2298,741,NA,30,NA,NA,,,4.75,12,Box,Retail,1,0,NA,,,,,,Normal,0,,,2012-08-25T19:01:35.633
3706,6919,1,Planetary Prowler,1998,Space,Action/Adventure,Insectoids,250,2,true,6919-1,https://images.brickset.com/sets/small/6919-1.jpg,https://images.brickset.com/sets/small/6919-1.jpg,https://images.brickset.com/sets/images/6919-1.jpg,https://brickset.com/sets/6919-1,true,false,false,0,,0,1187,477,NA,35,NA,NA,,,4.5,4,Box,Retail,1,0,NA,,,,,,Normal,0,,,2012-08-25T19:03:50.37
3707,6921,1,Monorail Accessory Track,1988,Space,Action/Adventure,Futuron,46,NA,true,6921-1,https://images.brickset.com/sets/small/6921-1.jpg,https://images.brickset.com/sets/small/6921-1.jpg,https://images.brickset.com/sets/images/6921-1.jpg,https://brickset.com/sets/6921-1,true,false,false,0,,0,787,841,NA,34.95,NA,NA,,,4,1,Box,Retail,0,0,NA,,,,,,Normal,0,,042884069216,2012-08-25T16:48:49.737
3708,6923,1,Particle Ioniser,1990,Space,Action/Adventure,M-Tron,203,2,true,6923-1,https://images.brickset.com/sets/small/6923-1.jpg,https://images.brickset.com/sets/small/6923-1.jpg,https://images.brickset.com/sets/images/6923-1.jpg,https://brickset.com/sets/6923-1,true,false,false,0,,0,3374,953,NA,24,NA,NA,,,4.71428571428571,7,Box,Retail,0,1,NA,,,,,,Normal,0,,,2015-05-03T09:39:10.753
3711,6927,1,All-Terrain Vehicle,1981,Space,Action/Adventure,Classic,170,2,true,6927-1,https://images.brickset.com/sets/small/6927-1.jpg,https://images.brickset.com/sets/small/6927-1.jpg,https://images.brickset.com/sets/images/6927-1.jpg,https://brickset.com/sets/6927-1,true,false,false,0,,0,3051,769,NA,14.5,NA,NA,,,4.5,8,{Not specified},{Not specified},0,0,NA,,,,,,Normal,0,,,0001-01-01T00:00:00
3713,6929,1,Star Fleet Voyager,1981,Space,Action/Adventure,Classic,242,1,true,6929-1,https://images.brickset.com/sets/small/6929-1.jpg,https://images.brickset.com/sets/small/6929-1.jpg,https://images.brickset.com/sets/images/6929-1.jpg,https://brickset.com/sets/6929-1,true,false,false,0,,0,3185,761,NA,15,NA,NA,,,4.69230769230769,13,{Not specified},{Not specified},0,0,NA,,,,,,Normal,0,,,0001-01-01T00:00:00
3717,6933,1,Spectral Starguider,1991,Space,Action/Adventure,Blacktron 2,208,2,true,6933-1,https://images.brickset.com/sets/small/6933-1.jpg,https://images.brickset.com/sets/small/6933-1.jpg,https://images.brickset.com/sets/images/6933-1.jpg,https://brickset.com/sets/6933-1,true,false,false,0,,0,2131,877,NA,25,NA,NA,,,4.375,8,Box,Retail,0,0,NA,,,,,,Normal,0,,,2012-08-25T16:54:29.45
3718,6938,1,Scorpion Detector,1996,Space,Action/Adventure,Exploriens,196,2,true,6938-1,https://images.brickset.com/sets/small/6938-1.jpg,https://images.brickset.com/sets/small/6938-1.jpg,https://images.brickset.com/sets/images/6938-1.jpg,https://brickset.com/sets/6938-1,true,false,false,0,,0,1402,566,NA,24,NA,NA,,,4.8,5,Box,Retail,1,0,NA,,,,,,Normal,0,5702010969388,,2012-08-25T18:56:39.833
3719,6939,1,Saucer Centurion,1994,Space,Action/Adventure,Spyrius,222,2,true,6939-1,https://images.brickset.com/sets/small/6939-1.jpg,https://images.brickset.com/sets/small/6939-1.jpg,https://images.brickset.com/sets/images/6939-1.jpg,https://brickset.com/sets/6939-1,true,false,false,0,,0,2818,778,NA,27,NA,NA,,,4.36363636363636,11,Box,Retail,1,0,NA,,,,,,Normal,0,,,2012-08-25T18:52:37.227
3724,6949,1,Robo-Guardian,1994,Space,Action/Adventure,Spyrius,369,3,true,6949-1,https://images.brickset.com/sets/small/6949-1.jpg,https://images.brickset.com/sets/small/6949-1.jpg,https://images.brickset.com/sets/images/6949-1.jpg,https://brickset.com/sets/6949-1,true,false,false,0,,0,3053,724,NA,36,NA,NA,,,5,6,Box,Retail,1,0,NA,,,,,,Normal,0,,,2012-08-25T18:52:52.65
3727,6952,1,Solar Power Transporter,1985,Space,Action/Adventure,Classic,317,5,true,6952-1,https://images.brickset.com/sets/small/6952-1.jpg,https://images.brickset.com/sets/small/6952-1.jpg,https://images.brickset.com/sets/images/6952-1.jpg,https://brickset.com/sets/6952-1,true,false,false,0,,0,1790,784,NA,36.5,NA,NA,,,5,5,Box,Retail,0,0,NA,,,,,,Normal,0,,042884069520,2012-10-13T03:17:05.843
3728,6953,1,Cosmic Laser Launcher,1987,Space,Action/Adventure,Futuron,208,3,true,6953-1,https://images.brickset.com/sets/small/6953-1.jpg,https://images.brickset.com/sets/small/6953-1.jpg,https://images.brickset.com/sets/images/6953-1.jpg,https://brickset.com/sets/6953-1,true,false,false,0,,0,1095,834,NA,30,NA,NA,,,4.4,5,Box,Retail,0,0,NA,,,,,,Normal,0,,042884069537,2012-10-13T03:01:23.37
3729,6954,1,Renegade,1987,Space,Action/Adventure,Blacktron,313,2,true,6954-1,https://images.brickset.com/sets/small/6954-1.jpg,https://images.brickset.com/sets/small/6954-1.jpg,https://images.brickset.com/sets/images/6954-1.jpg,https://brickset.com/sets/6954-1,true,false,false,0,,0,1160,1254,NA,30,NA,NA,,,4.5,4,Box,Retail - limited,0,0,NA,,,,,,Normal,0,,,2019-04-06T07:58:43.69
3730,6955,1,Space Lock-Up Isolation Base,1989,Space,Action/Adventure,Space Police,253,3,true,6955-1,https://images.brickset.com/sets/small/6955-1.jpg,https://images.brickset.com/sets/small/6955-1.jpg,https://images.brickset.com/sets/images/6955-1.jpg,https://brickset.com/sets/6955-1,true,false,false,0,,0,846,1172,NA,26,NA,NA,,,4.66666666666667,6,Box,Retail - limited,0,0,NA,,,,,,Normal,0,,,2019-04-06T07:57:57.2
3731,6956,1,Stellar Recon Voyager,1990,Space,Action/Adventure,M-Tron,233,2,true,6956-1,https://images.brickset.com/sets/small/6956-1.jpg,https://images.brickset.com/sets/small/6956-1.jpg,https://images.brickset.com/sets/images/6956-1.jpg,https://brickset.com/sets/6956-1,true,false,false,0,,0,1960,1012,NA,36,NA,NA,,,4.625,8,Box,Retail,0,1,NA,,,,,,Normal,0,,,2015-05-03T09:39:24.95
3732,6957,1,Solar Snooper,1992,Space,Action/Adventure,Space Police 2,255,3,true,6957-1,https://images.brickset.com/sets/small/6957-1.jpg,https://images.brickset.com/sets/small/6957-1.jpg,https://images.brickset.com/sets/images/6957-1.jpg,https://brickset.com/sets/6957-1,true,false,false,0,,0,1943,983,NA,36,NA,NA,,,4.28571428571429,7,Box,Retail,0,0,NA,,,,,,Normal,0,,042884069575,2012-08-25T18:45:52.563
3733,6958,1,Android Base,1996,Space,Action/Adventure,Exploriens,267,3,true,6958-1,https://images.brickset.com/sets/small/6958-1.jpg,https://images.brickset.com/sets/small/6958-1.jpg,https://images.brickset.com/sets/images/6958-1.jpg,https://brickset.com/sets/6958-1,true,false,false,0,,0,1487,837,NA,40,NA,NA,,,4.71428571428571,7,Box,Retail,1,0,NA,,,,,,Normal,0,,042884069582,2012-08-25T18:56:24.947
3734,6959,1,Lunar Launch Site,1994,Space,Action/Adventure,Spyrius,287,3,true,6959-1,https://images.brickset.com/sets/small/6959-1.jpg,https://images.brickset.com/sets/small/6959-1.jpg,https://images.brickset.com/sets/images/6959-1.jpg,https://brickset.com/sets/6959-1,true,false,false,0,,0,1722,784,NA,36,NA,NA,,,3.875,8,Box,Retail,1,0,NA,,,,,,Normal,0,,,2012-08-25T18:53:06.94
3738,6969,1,Celestial Stinger,1998,Space,Action/Adventure,Insectoids,252,3,true,6969-1,https://images.brickset.com/sets/small/6969-1.jpg,https://images.brickset.com/sets/small/6969-1.jpg,https://images.brickset.com/sets/images/6969-1.jpg,https://brickset.com/sets/6969-1,true,false,false,0,,0,1107,514,NA,50,NA,NA,,,4.85714285714286,7,Box,Retail,1,0,NA,,,,,,Normal,0,,,2019-11-11T13:22:05.657
3740,6970,1,Beta I Command Base,1980,Space,Action/Adventure,Classic,264,4,true,6970-1,https://images.brickset.com/sets/small/6970-1.jpg,https://images.brickset.com/sets/small/6970-1.jpg,https://images.brickset.com/sets/images/6970-1.jpg,https://brickset.com/sets/6970-1,true,false,false,0,,0,2584,1052,NA,37,NA,NA,,,5,9,{Not specified},{Not specified},0,0,NA,,,,,,Normal,0,,,0001-01-01T00:00:00
3743,6973,1,Deep Freeze Defender,1993,Space,Action/Adventure,Ice Planet 2002,417,3,true,6973-1,https://images.brickset.com/sets/small/6973-1.jpg,https://images.brickset.com/sets/small/6973-1.jpg,https://images.brickset.com/sets/images/6973-1.jpg,https://brickset.com/sets/6973-1,true,false,false,0,,0,3198,1269,NA,45,NA,NA,,,4.81481481481482,27,Box,Retail,0,0,NA,,,,,,Normal,0,,042884069735,2012-08-25T18:48:04
3744,6975,1,Alien Avenger,1997,Space,Action/Adventure,UFO,369,4,true,6975-1,https://images.brickset.com/sets/small/6975-1.jpg,https://images.brickset.com/sets/small/6975-1.jpg,https://images.brickset.com/sets/images/6975-1.jpg,https://brickset.com/sets/6975-1,true,false,false,0,,0,1992,876,NA,60,NA,NA,,,4.66666666666667,18,Box,Retail,1,0,NA,,,,,,Normal,0,,,2012-08-25T19:01:16.327
3751,6983,1,Ice Station Odyssey,1993,Space,Action/Adventure,Ice Planet 2002,343,3,true,6983-1,https://images.brickset.com/sets/small/6983-1.jpg,https://images.brickset.com/sets/small/6983-1.jpg,https://images.brickset.com/sets/images/6983-1.jpg,https://brickset.com/sets/6983-1,true,false,false,0,,0,1964,1259,NA,60,NA,NA,,,4.81818181818182,11,Box,Retail,0,0,NA,,,,,,Normal,0,,,2012-08-25T18:47:45.733
3752,6984,1,Galactic Mediator,1992,Space,Action/Adventure,Space Police 2,406,3,true,6984-1,https://images.brickset.com/sets/small/6984-1.jpg,https://images.brickset.com/sets/small/6984-1.jpg,https://images.brickset.com/sets/images/6984-1.jpg,https://brickset.com/sets/6984-1,true,false,false,0,,0,1733,1323,NA,60,NA,NA,,,4.4,10,Box,Retail,0,0,NA,,,,,,Normal,0,,042884069841,2012-08-25T18:46:10.053
3754,6986,1,Mission Commander,1989,Space,Action/Adventure,Space Police,478,3,true,6986-1,https://images.brickset.com/sets/small/6986-1.jpg,https://images.brickset.com/sets/small/6986-1.jpg,https://images.brickset.com/sets/images/6986-1.jpg,https://brickset.com/sets/6986-1,true,false,false,0,,0,1511,1411,NA,50,NA,NA,,,4.44444444444444,9,Box,Retail,0,0,NA,,,,,,Normal,0,,,2015-05-03T09:27:38.933
3757,6989,1,Mega Core Magnetizer,1990,Space,Action/Adventure,M-Tron,503,3,true,6989-1,https://images.brickset.com/sets/small/6989-1.jpg,https://images.brickset.com/sets/small/6989-1.jpg,https://images.brickset.com/sets/images/6989-1.jpg,https://brickset.com/sets/6989-1,true,false,false,0,,0,2178,1328,NA,60,NA,NA,,,4.92857142857143,14,Box,Retail,0,1,NA,,,,,,Normal,0,,042884069896,2015-05-03T09:39:38.5
3760,6999,1,Cyber Saucer,1997,Space,Action/Adventure,UFO,114,1,true,6999-1,https://images.brickset.com/sets/small/6999-1.jpg,https://images.brickset.com/sets/small/6999-1.jpg,https://images.brickset.com/sets/images/6999-1.jpg,https://brickset.com/sets/6999-1,true,false,false,0,,0,637,410,NA,20,NA,NA,,,4,3,Box,Retail - limited,0,0,NA,,,,,,Normal,0,,,2019-09-30T04:00:06.343
8574,7051,1,Tripod Invader,2011,Space,Action/Adventure,Alien Conquest,165,2,true,7051-1,https://images.brickset.com/sets/small/7051-1.jpg,https://images.brickset.com/sets/small/7051-1.jpg,https://images.brickset.com/sets/images/7051-1.jpg,https://brickset.com/sets/7051-1,true,false,false,0,,0,4576,1036,18.99,19.99,24.99,NA,2011-05-13,2012-09-03,5,17,Box,Retail,2,13,7,14,26.19,28.19,4.6,0.32,Normal,0,5702014736825,673419145770,2011-02-21T12:59:39.783
8575,7052,1,UFO Abduction,2011,Space,Action/Adventure,Alien Conquest,211,3,true,7052-1,https://images.brickset.com/sets/small/7052-1.jpg,https://images.brickset.com/sets/small/7052-1.jpg,https://images.brickset.com/sets/images/7052-1.jpg,https://brickset.com/sets/7052-1,true,false,false,0,,0,3677,1147,25.99,29.99,39.99,NA,2011-05-13,2012-08-22,4.91666666666667,12,Box,Retail,2,13,7,14,26.19,38.2,5.64,0.51,Normal,0,5702014736832,673419145787,2011-02-20T14:23:07.48
8576,7065,1,Alien Mothership,2011,Space,Action/Adventure,Alien Conquest,416,2,true,7065-1,https://images.brickset.com/sets/small/7065-1.jpg,https://images.brickset.com/sets/small/7065-1.jpg,https://images.brickset.com/sets/images/7065-1.jpg,https://brickset.com/sets/7065-1,true,false,false,0,,0,3290,1165,49.99,59.99,74.99,NA,2011-05-13,2012-05-05,4,8,Box,Retail,4,13,8,14,37.8,35.41,7.06,0.99,Normal,0,5702014736849,673419145794,2011-02-22T12:13:10.513
8578,7067,1,Jet-Copter Encounter,2011,Space,Action/Adventure,Alien Conquest,375,3,true,7067-1,https://images.brickset.com/sets/small/7067-1.jpg,https://images.brickset.com/sets/small/7067-1.jpg,https://images.brickset.com/sets/images/7067-1.jpg,https://brickset.com/sets/7067-1,true,false,false,0,,0,2167,1049,30.99,39.99,49.99,NA,2011-05-13,2012-09-03,4.4,5,Box,Retail,2,13,7,14,28.19,48.01,6.1,0.72,Normal,0,5702014763968,673419151740,2011-02-21T12:59:48.36
3887,7313,1,Red Planet Protector,2001,Space,Action/Adventure,Life On Mars,194,1,true,7313-1,https://images.brickset.com/sets/small/7313-1.jpg,https://images.brickset.com/sets/small/7313-1.jpg,https://images.brickset.com/sets/images/7313-1.jpg,https://brickset.com/sets/7313-1,true,false,false,0,,0,1791,480,17.99,20,NA,NA,,,4.42857142857143,7,Box,Retail,1,0,NA,,,,,,Normal,0,,,2012-08-25T19:11:20.5
3888,7314,1,Recon Mech RP,2001,Space,Action/Adventure,Life On Mars,194,1,true,7314-1,https://images.brickset.com/sets/small/7314-1.jpg,https://images.brickset.com/sets/small/7314-1.jpg,https://images.brickset.com/sets/images/7314-1.jpg,https://brickset.com/sets/7314-1,true,false,false,0,,0,1660,517,17.99,20,NA,NA,,,4.66666666666667,9,Box,Retail,1,0,NA,,,,,,Normal,0,,,2012-08-25T19:10:59.72
3889,7315,1,Solar Explorer,2001,Space,Action/Adventure,Life On Mars,242,3,true,7315-1,https://images.brickset.com/sets/small/7315-1.jpg,https://images.brickset.com/sets/small/7315-1.jpg,https://images.brickset.com/sets/images/7315-1.jpg,https://brickset.com/sets/7315-1,true,false,false,0,,0,1538,595,24.99,35,NA,NA,,,4.6,5,Box,Retail,1,0,NA,,,,,,Normal,0,,,2012-08-25T19:10:43.487
3890,7316,1,Excavation Searcher,2001,Space,Action/Adventure,Life On Mars,471,3,true,7316-1,https://images.brickset.com/sets/small/7316-1.jpg,https://images.brickset.com/sets/small/7316-1.jpg,https://images.brickset.com/sets/images/7316-1.jpg,https://brickset.com/sets/7316-1,true,false,false,0,,0,1185,489,39.99,50,NA,NA,,,4,4,Box,Retail,1,0,NA,,,,,,Normal,0,,,2012-08-25T19:10:24.873
6424,7645,1,MT-61 Crystal Reaper,2008,Space,Action/Adventure,Mars Mission,600,6,true,7645-1,https://images.brickset.com/sets/small/7645-1.jpg,https://images.brickset.com/sets/small/7645-1.jpg,https://images.brickset.com/sets/images/7645-1.jpg,https://brickset.com/sets/7645-1,true,false,false,0,,0,1067,1166,39.15,49.99,NA,NA,2008-05-26,2009-04-27,5,8,Box,Retail,3,7,NA,,38.4,48,7.2,1.16,Normal,0,,673419101554,2012-10-13T03:25:00.227
6425,7646,1,ETX Alien Infiltrator,2008,Space,Action/Adventure,Mars Mission,333,4,true,7646-1,https://images.brickset.com/sets/small/7646-1.jpg,https://images.brickset.com/sets/small/7646-1.jpg,https://images.brickset.com/sets/images/7646-1.jpg,https://brickset.com/sets/7646-1,true,false,false,0,,0,1291,863,19.55,29.99,NA,NA,2008-05-26,2009-04-10,4.5,18,Box,Retail,1,5,NA,,28.8,38.4,6,0.64,Normal,0,,673419101561,2018-07-20T08:30:55.087
6349,7647,1,MX-41 Switch Fighter,2008,Space,Action/Adventure,Mars Mission,235,2,true,7647-1,https://images.brickset.com/sets/small/7647-1.jpg,https://images.brickset.com/sets/small/7647-1.jpg,https://images.brickset.com/sets/images/7647-1.jpg,https://brickset.com/sets/7647-1,true,false,false,0,,0,1663,833,14.65,19.99,NA,NA,2007-12-15,2008-12-04,4.55555555555556,18,Box,Retail,1,4,NA,,28.8,28.8,6,0.51,Normal,0,,673419101578,2012-10-13T03:25:28.127
6597,7649,1,MT-201 Ultra-Drill Walker,2008,Space,Action/Adventure,Mars Mission,759,3,true,7649-1,https://images.brickset.com/sets/small/7649-1.jpg,https://images.brickset.com/sets/small/7649-1.jpg,https://images.brickset.com/sets/images/7649-1.jpg,https://brickset.com/sets/7649-1,true,false,false,0,,0,711,1077,48.95,69.99,NA,NA,2008-08-03,2009-04-10,5,12,Box,Retail,2,6,NA,,,,,,Normal,0,,673419104531,2012-10-13T03:25:52.797
5776,7691,1,ETX Alien Mothership Assault ,2007,Space,Action/Adventure,Mars Mission,434,7,true,7691-1,https://images.brickset.com/sets/small/7691-1.jpg,https://images.brickset.com/sets/small/7691-1.jpg,https://images.brickset.com/sets/images/7691-1.jpg,https://brickset.com/sets/7691-1,true,false,false,0,,0,1005,800,39.99,49.99,NA,NA,2007-10-24,2008-09-11,3.88888888888889,9,Box,Retail,2,3,NA,,38.4,48,11.4,1.27,Normal,0,,673419091183,2012-10-13T03:21:47.58
5777,7692,1,MX-71 Recon Dropship ,2007,Space,Action/Adventure,Mars Mission,435,6,true,7692-1,https://images.brickset.com/sets/small/7692-1.jpg,https://images.brickset.com/sets/small/7692-1.jpg,https://images.brickset.com/sets/images/7692-1.jpg,https://brickset.com/sets/7692-1,true,false,false,0,,0,1864,913,29.35,39.99,NA,NA,2007-10-24,2008-09-11,4.56666666666667,30,Box,Retail,2,3,NA,,28.8,48,6,0.9,Normal,0,,673419091176,2012-10-13T03:21:58.85
5778,7693,1,ETX Alien Strike,2007,Space,Action/Adventure,Mars Mission,246,3,true,7693-1,https://images.brickset.com/sets/small/7693-1.jpg,https://images.brickset.com/sets/small/7693-1.jpg,https://images.brickset.com/sets/images/7693-1.jpg,https://brickset.com/sets/7693-1,true,false,false,0,,0,1875,721,14.99,19.99,NA,NA,2007-10-24,2008-09-11,4.42857142857143,21,Box,Retail,2,3,NA,,28.8,28.8,6,0.47,Normal,0,,673419091169,2012-10-13T03:22:10.027
5781,7697,1,MT-51 Claw-Tank Ambush,2007,Space,Action/Adventure,Mars Mission,374,3,true,7697-1,https://images.brickset.com/sets/small/7697-1.jpg,https://images.brickset.com/sets/small/7697-1.jpg,https://images.brickset.com/sets/images/7697-1.jpg,https://brickset.com/sets/7697-1,true,false,false,0,,0,1600,687,19.99,29.99,NA,NA,2007-10-24,2008-09-11,4.35714285714286,14,Box,Retail,1,4,NA,,28.8,38.4,7.2,0.81,Normal,0,,673419091213,2012-10-13T03:22:49.863
10000,70700,1,Space Swarmer,2013,Space,Action/Adventure,Galaxy Squad,86,2,true,70700-1,https://images.brickset.com/sets/small/70700-1.jpg,https://images.brickset.com/sets/small/70700-1.jpg,https://images.brickset.com/sets/images/70700-1.jpg,https://brickset.com/sets/70700-1,true,false,false,0,,0,3496,710,7.99,11.99,14.99,NA,2012-12-01,2014-10-09,4.57142857142857,7,Box,Retail,2,4,7,14,14.1,15.7,4.5,0.11,Normal,0,5702014974708,673419191357,2012-11-30T14:24:24.73
10001,70701,1,Swarm Interceptor,2013,Space,Action/Adventure,Galaxy Squad,218,2,true,70701-1,https://images.brickset.com/sets/small/70701-1.jpg,https://images.brickset.com/sets/small/70701-1.jpg,https://images.brickset.com/sets/images/70701-1.jpg,https://brickset.com/sets/70701-1,true,false,false,0,,0,3423,918,17.99,19.99,24.99,NA,2012-12-01,2014-10-04,4.875,8,Box,Retail,2,5,7,14,19.1,26.2,4.6,0.33,Normal,0,5702014974715,673419191364,2013-01-02T08:01:08.64
10002,70702,1,Warp Stinger,2013,Space,Action/Adventure,Galaxy Squad,310,3,true,70702-1,https://images.brickset.com/sets/small/70702-1.jpg,https://images.brickset.com/sets/small/70702-1.jpg,https://images.brickset.com/sets/images/70702-1.jpg,https://brickset.com/sets/70702-1,true,false,false,0,,0,2630,783,24.99,29.99,39.99,NA,2012-12-01,2015-01-15,4.14285714285714,7,Box,Retail,2,5,8,14,26.2,28.2,6.4,0.47,Normal,0,5702014975293,673419191838,2012-11-30T14:25:52.963
